brand,Date,bullish,bearish,polarity
Starbucks,2020-09-02,41,2,0.91
Starbucks,2020-09-03,17,2,0.79
Starbucks,2020-09-04,21,3,0.75
Starbucks,2020-09-05,1,0,1.0
Starbucks,2020-09-06,2,1,0.33
Starbucks,2020-09-07,1,1,0.0
Starbucks,2020-09-08,13,1,0.86
Starbucks,2020-09-09,17,3,0.7
Starbucks,2020-09-10,9,11,-0.1
Starbucks,2020-09-11,7,5,0.17
Starbucks,2020-09-12,3,0,1.0
Starbucks,2020-09-14,13,2,0.73
Starbucks,2020-09-15,22,11,0.33
Starbucks,2020-09-16,32,23,0.16
Starbucks,2020-09-17,7,8,-0.07
Starbucks,2020-09-18,16,1,0.88
Starbucks,2020-09-19,3,1,0.5
Starbucks,2020-09-20,2,1,0.33
Starbucks,2020-09-21,9,1,0.8
Starbucks,2020-09-22,4,2,0.33
Starbucks,2020-09-23,5,2,0.43
Starbucks,2020-09-24,6,0,1.0
Starbucks,2020-09-25,5,1,0.67
Starbucks,2020-09-26,2,0,1.0
Starbucks,2020-09-27,1,0,1.0
Starbucks,2020-09-28,13,0,1.0
Starbucks,2020-09-29,8,0,1.0
Starbucks,2020-09-30,25,0,1.0
Starbucks,2020-10-01,14,0,1.0
Starbucks,2020-10-02,2,2,0.0
Starbucks,2020-10-03,3,0,1.0
Starbucks,2020-10-04,4,0,1.0
Starbucks,2020-10-05,34,1,0.94
Starbucks,2020-10-06,21,0,1.0
Starbucks,2020-10-07,9,3,0.5
Starbucks,2020-10-08,13,2,0.73
Starbucks,2020-10-09,18,1,0.89
Starbucks,2020-10-10,2,0,1.0
Starbucks,2020-10-11,3,1,0.5
Starbucks,2020-10-12,14,0,1.0
Starbucks,2020-10-13,10,1,0.82
Starbucks,2020-10-14,15,0,1.0
Starbucks,2020-10-15,7,0,1.0
Starbucks,2020-10-16,4,0,1.0
Starbucks,2020-10-17,1,1,0.0
Starbucks,2020-10-18,1,0,1.0
Starbucks,2020-10-19,16,1,0.88
Starbucks,2020-10-20,4,1,0.6
Starbucks,2020-10-21,4,0,1.0
Starbucks,2020-10-22,7,0,1.0
Starbucks,2020-10-23,15,1,0.88
Starbucks,2020-10-24,2,0,1.0
Starbucks,2020-10-25,5,1,0.67
Starbucks,2020-10-26,10,0,1.0
Starbucks,2020-10-27,8,0,1.0
Starbucks,2020-10-28,9,2,0.64
Starbucks,2020-10-29,21,21,0.0
Starbucks,2020-10-30,19,2,0.81
Starbucks,2020-10-31,1,0,1.0
Starbucks,2020-11-01,1,1,0.0
Starbucks,2020-11-02,7,2,0.56
Starbucks,2020-11-03,8,2,0.6
Starbucks,2020-11-04,11,0,1.0
Starbucks,2020-11-05,8,0,1.0
Starbucks,2020-11-06,15,2,0.76
Starbucks,2020-11-07,4,1,0.6
Starbucks,2020-11-08,1,0,1.0
Starbucks,2020-11-09,26,1,0.93
Starbucks,2020-11-10,9,3,0.5
Starbucks,2020-11-11,10,6,0.25
Starbucks,2020-11-12,6,4,0.2
Starbucks,2020-11-13,8,4,0.33
Starbucks,2020-11-14,5,0,1.0
Starbucks,2020-11-15,1,1,0.0
Starbucks,2020-11-16,16,2,0.78
Starbucks,2020-11-17,17,11,0.21
Starbucks,2020-11-18,16,7,0.39
Starbucks,2020-11-19,13,6,0.37
Starbucks,2020-11-20,4,2,0.33
Starbucks,2020-11-21,3,1,0.5
Starbucks,2020-11-22,5,0,1.0
Starbucks,2020-11-23,3,0,1.0
Starbucks,2020-11-24,9,3,0.5
Starbucks,2020-11-25,9,2,0.64
Starbucks,2020-11-26,1,0,1.0
Starbucks,2020-11-27,9,0,1.0
Starbucks,2020-11-28,1,0,1.0
Starbucks,2020-11-29,1,1,0.0
Starbucks,2020-11-30,7,1,0.75
Starbucks,2020-12-01,14,0,1.0
Starbucks,2020-12-02,6,2,0.5
Starbucks,2020-12-03,30,3,0.82
Starbucks,2020-12-04,26,4,0.73
Starbucks,2020-12-05,2,1,0.33
Starbucks,2020-12-06,5,0,1.0
Starbucks,2020-12-07,14,2,0.75
Starbucks,2020-12-08,9,0,1.0
Starbucks,2020-12-09,73,2,0.95
Starbucks,2020-12-10,88,13,0.74
Starbucks,2020-12-11,41,1,0.95
Starbucks,2020-12-12,4,1,0.6
Starbucks,2020-12-13,3,0,1.0
Starbucks,2020-12-14,12,0,1.0
Starbucks,2020-12-15,10,2,0.67
Starbucks,2020-12-16,8,2,0.6
Starbucks,2020-12-17,15,1,0.88
Starbucks,2020-12-18,10,2,0.67
Starbucks,2020-12-19,4,0,1.0
Starbucks,2020-12-20,7,1,0.75
Starbucks,2020-12-21,19,2,0.81
Starbucks,2020-12-22,9,1,0.8
Starbucks,2020-12-23,7,2,0.56
Starbucks,2020-12-24,8,0,1.0
Starbucks,2020-12-25,5,0,1.0
Starbucks,2020-12-26,6,0,1.0
Starbucks,2020-12-28,13,0,1.0
Starbucks,2020-12-29,21,0,1.0
Starbucks,2020-12-30,16,0,1.0
Starbucks,2020-12-31,14,0,1.0
Starbucks,2021-01-01,1,1,0.0
Starbucks,2021-01-02,5,0,1.0
Starbucks,2021-01-03,0,1,-1.0
Starbucks,2021-01-04,13,2,0.73
Starbucks,2021-01-05,10,2,0.67
Starbucks,2021-01-06,8,0,1.0
Starbucks,2021-01-07,15,1,0.88
Starbucks,2021-01-08,11,1,0.83
Starbucks,2021-01-09,6,1,0.71
Starbucks,2021-01-10,3,0,1.0
Starbucks,2021-01-11,7,2,0.56
Starbucks,2021-01-12,10,0,1.0
Starbucks,2021-01-13,20,0,1.0
Starbucks,2021-01-14,7,0,1.0
Starbucks,2021-01-15,12,2,0.71
Starbucks,2021-01-17,4,0,1.0
Starbucks,2021-01-18,2,0,1.0
Starbucks,2021-01-19,11,0,1.0
Starbucks,2021-01-20,13,5,0.44
Starbucks,2021-01-21,7,8,-0.07
Starbucks,2021-01-22,8,0,1.0
Starbucks,2021-01-23,2,0,1.0
Starbucks,2021-01-24,4,0,1.0
Starbucks,2021-01-25,14,0,1.0
Starbucks,2021-01-26,60,14,0.62
Starbucks,2021-01-27,91,11,0.78
Starbucks,2021-01-28,42,2,0.91
Starbucks,2021-01-29,17,1,0.89
Starbucks,2021-01-30,11,1,0.83
Starbucks,2021-01-31,7,0,1.0
Starbucks,2021-02-01,10,1,0.82
Starbucks,2021-02-02,17,2,0.79
Starbucks,2021-02-03,10,4,0.43
Starbucks,2021-02-04,20,9,0.38
Starbucks,2021-02-05,42,12,0.56
Starbucks,2021-02-06,8,1,0.78
Starbucks,2021-02-07,9,1,0.8
Starbucks,2021-02-08,13,4,0.53
Starbucks,2021-02-09,19,0,1.0
Starbucks,2021-02-10,17,3,0.7
Starbucks,2021-02-11,15,2,0.76
Starbucks,2021-02-12,9,0,1.0
Starbucks,2021-02-13,2,0,1.0
Starbucks,2021-02-14,3,0,1.0
Starbucks,2021-02-15,2,0,1.0
Starbucks,2021-02-16,14,3,0.65
Starbucks,2021-02-17,9,0,1.0
Starbucks,2021-02-18,8,1,0.78
Starbucks,2021-02-19,6,0,1.0
Starbucks,2021-02-20,2,0,1.0
Starbucks,2021-02-22,10,0,1.0
Starbucks,2021-02-23,13,0,1.0
Starbucks,2021-02-24,21,0,1.0
Starbucks,2021-02-25,9,0,1.0
Starbucks,2021-02-26,41,2,0.91
Starbucks,2021-02-27,3,1,0.5
Starbucks,2021-02-28,3,0,1.0
Starbucks,2021-03-01,38,2,0.9
